bidding_exercise,date_x,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag_x,year_lag_x,total_motor_veh_dereg,cat_a_dereg,date_y,month_lag_y,year_lag_y,gdp,year_lag,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,day_lag,month_lag,air_departures,birth_rate
June 2003 Second Open Bidding Exercise,2003-06-15 00:00:00,2003,cat_a,31440.0,1478.0,2267.0,1471.0,2,6,15,2003-06-15 00:00:00,707872.0,264152.0,6,2003,9712.0,4994.0,2003-05-01,6,2003,6.4,2003,1,2003,2,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1282.21,15,6,460853.0,11.4
July 2003 First Open Bidding Exercise,2003-07-01 00:00:00,2003,cat_a,32079.0,1471.0,2341.0,1462.0,3,7,1,2003-07-01 00:00:00,707865.0,263030.0,7,2003,8924.0,4508.0,2003-06-01,7,2003,3.9,2003,2,2003,3,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1466.1972727272728,1,7,706953.0,11.4
July 2003 Second Open Bidding Exercise,2003-07-15 00:00:00,2003,cat_a,31501.0,1477.0,1881.0,1470.0,3,7,15,2003-07-15 00:00:00,707865.0,263030.0,7,2003,8924.0,4508.0,2003-06-01,7,2003,3.9,2003,2,2003,3,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1412.399,15,7,706953.0,11.4
August 2003 First Open Bidding Exercise,2003-08-01 00:00:00,2003,cat_a,30497.0,1479.0,1828.0,1470.0,3,8,1,2003-08-01 00:00:00,708191.0,262483.0,8,2003,9900.0,5194.0,2003-07-01,8,2003,3.9,2003,2,2003,3,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1547.8607692307692,1,8,984493.0,11.4
August 2003 Second Open Bidding Exercise,2003-08-15 00:00:00,2003,cat_a,30989.0,1477.0,1773.0,1474.0,3,8,15,2003-08-15 00:00:00,708191.0,262483.0,8,2003,9900.0,5194.0,2003-07-01,8,2003,3.9,2003,2,2003,3,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1485.263,15,8,984493.0,11.4
September 2003 First Open Bidding Exercise,2003-09-01 00:00:00,2003,cat_a,25011.0,1479.0,1611.0,1476.0,3,9,1,2003-09-01 00:00:00,708639.0,261864.0,9,2003,8346.0,4179.0,2003-08-01,9,2003,3.9,2003,2,2003,3,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1593.692727272727,1,9,1056101.0,11.4
September 2003 Second Open Bidding Exercise,2003-09-15 00:00:00,2003,cat_a,30629.0,1473.0,2798.0,1459.0,3,9,15,2003-09-15 00:00:00,708639.0,261864.0,9,2003,8346.0,4179.0,2003-08-01,9,2003,3.9,2003,2,2003,3,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1527.741,15,9,1056101.0,11.4
October 2003 First Open Bidding Exercise,2003-10-01 00:00:00,2003,cat_a,28915.0,1914.0,3039.0,1904.0,4,10,1,2003-10-01 00:00:00,709123.0,261319.0,10,2003,9238.0,4873.0,2003-09-01,10,2003,-2.9,2003,3,2003,4,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1585.2341666666669,1,10,1050899.0,11.4
October 2003 Second Open Bidding Exercise,2003-10-15 00:00:00,2003,cat_a,28300.0,1925.0,2558.0,1925.0,4,10,15,2003-10-15 00:00:00,709123.0,261319.0,10,2003,9238.0,4873.0,2003-09-01,10,2003,-2.9,2003,3,2003,4,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1579.9720000000002,15,10,1050899.0,11.4
November 2003 First Open Bidding Exercise,2003-11-01 00:00:00,2003,cat_a,26338.0,1921.0,2106.0,1921.0,4,11,1,2003-11-01 00:00:00,709171.0,260588.0,11,2003,9211.0,4964.0,2003-10-01,11,2003,-2.9,2003,3,2003,4,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1731.7408333333333,1,11,1078120.0,11.4
November 2003 Second Open Bidding Exercise,2003-11-15 00:00:00,2003,cat_a,26725.0,1911.0,2315.0,1911.0,4,11,15,2003-11-15 00:00:00,709171.0,260588.0,11,2003,9211.0,4964.0,2003-10-01,11,2003,-2.9,2003,3,2003,4,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1692.7169999999999,15,11,1078120.0,11.4
December 2003 First Open Bidding Exercise,2003-12-01 00:00:00,2003,cat_a,24401.0,1911.0,2020.0,1903.0,4,12,1,2003-12-01 00:00:00,709957.0,260250.0,12,2003,8738.0,4830.0,2003-11-01,12,2003,-2.9,2003,3,2003,4,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1649.1999999999998,1,12,1154419.0,11.4
December 2003 Second Open Bidding Exercise,2003-12-15 00:00:00,2003,cat_a,24251.0,1911.0,2376.0,1910.0,4,12,15,2003-12-15 00:00:00,709957.0,260250.0,12,2003,8738.0,4830.0,2003-11-01,12,2003,-2.9,2003,3,2003,4,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1723.6950000000002,15,12,1154419.0,11.4
April 2002 First Open Bidding Exercise,2002-04-01 00:00:00,2002,cat_a,37201.0,1110.0,2484.0,1092.0,2,4,1,2002-04-01 00:00:00,706177.0,274036.0,4,2002,10858.0,5038.0,2002-03-01,4,2002,-10.3,2002,1,2002,2,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1813.1770000000001,1,4,1184705.0,11.8
April 2002 Second Open Bidding Exercise,2002-04-15 00:00:00,2002,cat_a,36000.0,1149.0,1890.0,1148.0,2,4,15,2002-04-15 00:00:00,706177.0,274036.0,4,2002,10858.0,5038.0,2002-03-01,4,2002,-10.3,2002,1,2002,2,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1799.878,15,4,1184705.0,11.8
May 2002 First Open Bidding Exercise,2002-05-01 00:00:00,2002,cat_a,35000.0,1128.0,1705.0,1127.0,2,5,1,2002-05-01 00:00:00,704734.0,273428.0,5,2002,9542.0,3883.0,2002-04-01,5,2002,-10.3,2002,1,2002,2,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1742.6033333333332,1,5,1101439.0,11.8
May 2002 Second Open Bidding Exercise,2002-05-15 00:00:00,2002,cat_a,33401.0,1111.0,1320.0,1080.0,2,5,15,2002-05-15 00:00:00,704734.0,273428.0,5,2002,9542.0,3883.0,2002-04-01,5,2002,-10.3,2002,1,2002,2,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1776.7630000000001,15,5,1101439.0,11.8
June 2002 First Open Bidding Exercise,2002-06-01 00:00:00,2002,cat_a,33009.0,1111.0,1382.0,1105.0,2,6,1,2002-06-01 00:00:00,704668.0,273050.0,6,2002,7181.0,3103.0,2002-05-01,6,2002,-10.3,2002,1,2002,2,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1713.3616666666667,1,6,1155074.0,11.8
June 2002 Second Open Bidding Exercise,2002-06-15 00:00:00,2002,cat_a,30281.0,1141.0,1382.0,1133.0,2,6,15,2002-06-15 00:00:00,704668.0,273050.0,6,2002,7181.0,3103.0,2002-05-01,6,2002,-10.3,2002,1,2002,2,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1733.0733333333333,15,6,1155074.0,11.8
July 2002 First Open Bidding Exercise,2002-07-01 00:00:00,2002,cat_a,31407.0,1116.0,1890.0,1108.0,3,7,1,2002-07-01 00:00:00,705059.0,272809.0,7,2002,7320.0,3039.0,2002-06-01,7,2002,-2.2,2002,2,2002,3,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1547.373,1,7,1127989.0,11.8
July 2002 Second Open Bidding Exercise,2002-07-15 00:00:00,2002,cat_a,30797.0,1118.0,1647.0,1118.0,3,7,15,2002-07-15 00:00:00,705059.0,272809.0,7,2002,7320.0,3039.0,2002-06-01,7,2002,-2.2,2002,2,2002,3,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1643.386,15,7,1127989.0,11.8
August 2002 First Open Bidding Exercise,2002-08-01 00:00:00,2002,cat_a,30289.0,1118.0,1640.0,1115.0,3,8,1,2002-08-01 00:00:00,705304.0,272056.0,8,2002,8722.0,3785.0,2002-07-01,8,2002,-2.2,2002,2,2002,3,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1538.4315384615386,1,8,1158854.0,11.8
August 2002 Second Open Bidding Exercise,2002-08-15 00:00:00,2002,cat_a,31289.0,1110.0,1480.0,1100.0,3,8,15,2002-08-15 00:00:00,705304.0,272056.0,8,2002,8722.0,3785.0,2002-07-01,8,2002,-2.2,2002,2,2002,3,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1596.97,15,8,1158854.0,11.8
September 2002 First Open Bidding Exercise,2002-09-01 00:00:00,2002,cat_a,30501.0,1113.0,1337.0,1108.0,3,9,1,2002-09-01 00:00:00,705094.0,270878.0,9,2002,7865.0,3543.0,2002-08-01,9,2002,-2.2,2002,2,2002,3,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1505.3908333333331,1,9,1182849.0,11.8
September 2002 Second Open Bidding Exercise,2002-09-15 00:00:00,2002,cat_a,28409.0,1120.0,1286.0,1118.0,3,9,15,2002-09-15 00:00:00,705094.0,270878.0,9,2002,7865.0,3543.0,2002-08-01,9,2002,-2.2,2002,2,2002,3,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1483.9811111111112,15,9,1182849.0,11.8
October 2002 First Open Bidding Exercise,2002-10-01 00:00:00,2002,cat_a,31334.0,1115.0,1889.0,1101.0,4,10,1,2002-10-01 00:00:00,704833.0,269786.0,10,2002,7658.0,3368.0,2002-09-01,10,2002,2.8,2002,3,2002,4,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1372.8372727272726,1,10,1097050.0,11.8
October 2002 Second Open Bidding Exercise,2002-10-15 00:00:00,2002,cat_a,30758.0,1112.0,1624.0,1110.0,4,10,15,2002-10-15 00:00:00,704833.0,269786.0,10,2002,7658.0,3368.0,2002-09-01,10,2002,2.8,2002,3,2002,4,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1420.282,15,10,1097050.0,11.8
November 2002 First Open Bidding Exercise,2002-11-01 00:00:00,2002,cat_a,29113.0,1346.0,1724.0,1346.0,4,11,1,2002-11-01 00:00:00,704768.0,268694.0,11,2002,7465.0,3483.0,2002-10-01,11,2002,2.8,2002,3,2002,4,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1430.9830769230769,1,11,1134406.0,11.8
November 2002 Second Open Bidding Exercise,2002-11-15 00:00:00,2002,cat_a,29008.0,1334.0,1942.0,1328.0,4,11,15,2002-11-15 00:00:00,704768.0,268694.0,11,2002,7465.0,3483.0,2002-10-01,11,2002,2.8,2002,3,2002,4,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1335.3110000000001,15,11,1134406.0,11.8
December 2002 First Open Bidding Exercise,2002-12-01 00:00:00,2002,cat_a,28501.0,1332.0,1851.0,1322.0,4,12,1,2002-12-01 00:00:00,705371.0,268252.0,12,2002,7431.0,3545.0,2002-11-01,12,2002,2.8,2002,3,2002,4,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1373.4727272727273,1,12,1139261.0,11.8
December 2002 Second Open Bidding Exercise,2002-12-15 00:00:00,2002,cat_a,26993.0,1338.0,1546.0,1337.0,4,12,15,2002-12-15 00:00:00,705371.0,268252.0,12,2002,7431.0,3545.0,2002-11-01,12,2002,2.8,2002,3,2002,4,4138012.0,6065.0,2.7,5338.0,3860.0,5736.0,4141.0,1388.5966666666668,15,12,1139261.0,11.8
April 2020 First Open Bidding Exercise,2020-04-01,2020,cat_a,31210.0,982.0,1421.0,962.0,2,4,1,2020-04-01,973761.0,321127.0,4,2020,7976.0,2397.0,2020-03-01,4,2020,-1.9,2020,1,2020,2,5703569.0,7866.0,1.2,9763.0,7000.0,11250.0,8333.0,2426.0375,1,4,791383.0,8.8
April 2020 Second Open Bidding Exercise,2020-04-15,2020,cat_a,31210.0,982.0,1421.0,962.0,2,4,15,2020-04-15,973761.0,321127.0,4,2020,7976.0,2397.0,2020-03-01,4,2020,-1.9,2020,1,2020,2,5703569.0,7866.0,1.2,9763.0,7000.0,11250.0,8333.0,2874.283,15,4,791383.0,8.8
May 2020 First Open Bidding Exercise,2020-05-01,2020,cat_a,31210.0,982.0,1421.0,962.0,2,5,1,2020-05-01,970431.0,319683.0,5,2020,4976.0,1707.0,2020-04-01,5,2020,-1.9,2020,1,2020,2,5703569.0,7866.0,1.2,9763.0,7000.0,11250.0,8333.0,2575.338333333333,1,5,17340.0,8.8
May 2020 Second Open Bidding Exercise,2020-05-15,2020,cat_a,31210.0,982.0,1421.0,962.0,2,5,15,2020-05-15,970431.0,319683.0,5,2020,4976.0,1707.0,2020-04-01,5,2020,-1.9,2020,1,2020,2,5703569.0,7866.0,1.2,9763.0,7000.0,11250.0,8333.0,2515.2944444444447,15,5,17340.0,8.8
June 2020 First Open Bidding Exercise,2020-06-01,2020,cat_a,31210.0,982.0,1421.0,962.0,2,6,1,2020-06-01,967322.0,318512.0,6,2020,3762.0,1184.0,2020-05-01,6,2020,-1.9,2020,1,2020,2,5703569.0,7866.0,1.2,9763.0,7000.0,11250.0,8333.0,2533.704,1,6,20400.0,8.8
June 2020 Second Open Bidding Exercise,2020-06-15,2020,cat_a,31210.0,982.0,1421.0,962.0,2,6,15,2020-06-15,967322.0,318512.0,6,2020,3762.0,1184.0,2020-05-01,6,2020,-1.9,2020,1,2020,2,5703569.0,7866.0,1.2,9763.0,7000.0,11250.0,8333.0,2576.62125,15,6,20400.0,8.8
